"player","level_overall","level_atk","level_def","level_str","level_constiution","level_range","level_prayer","level_magic","level_cooking","level_wood_cutting","level_fletching","level_fishing","level_fire_making","level_crafting","level_smithing","level_mining","level_herb","level_agile","level_theiving","level_slayer","level_farming","level_rune_crafting","level_hunting","level_construction","level_summoning","level_dungeoneering","level_div","level_inven","level_arc","total_xp_overall","cluster","Basic_member_pure","Obby_Mauler_Pure","Black_Pure","Turmoil_Proselyte_Pure","Barrows_Pure","Anti_Pure","Summoning_Tank_Defence"
"Biggest+lime",1006,70,63,67,67,48,43,49,54,75,27,56,48,46,41,50,1,40,21,23,23,1,27,26,20,1,1,1,1,4493461,1,0,0,0,0,0,0,0
"LordBalmain",2121,93,92,90,93,90,81,87,70,77,71,76,72,85,80,77,75,76,66,80,63,52,76,75,79,79,81,34,51,66207666,1,0,0,0,0,0,0,0
"Oesah",1316,70,70,70,72,70,51,55,59,71,72,59,61,41,76,72,46,56,50,34,22,18,56,31,1,24,1,1,1,9896221,1,0,0,0,0,0,0,0
"s+impling",1768,93,99,94,96,70,60,75,82,92,85,99,81,53,55,64,57,59,60,59,67,67,52,45,46,55,1,1,1,74237709,1,0,0,0,0,0,0,0
"j1mmybob",1157,70,62,66,65,48,49,62,62,58,43,68,44,52,41,52,29,45,48,34,35,22,29,43,26,1,1,1,1,4523469,1,0,0,0,0,0,0,0
"Grumpy49er",2695,93,96,92,99,98,99,98,99,99,99,99,99,99,99,99,99,99,99,102,98,96,99,99,99,113,99,106,20,443366395,1,0,0,0,0,0,0,0
"2barrows2204",858,70,70,87,81,50,43,43,59,63,1,48,55,1,45,68,1,1,1,1,1,1,1,1,1,47,1,1,1,10062163,1,0,0,0,0,0,0,0
"Boccigalupe",2471,93,95,91,93,85,85,85,87,86,84,86,85,87,89,88,85,94,99,89,85,85,87,88,85,88,89,59,119,233594468,1,0,0,0,0,0,0,0
"A+Hoax",1333,70,70,83,76,65,52,68,82,65,66,72,65,58,53,61,48,50,57,38,1,16,1,39,31,22,1,1,1,12944523,3,0,0,0,0,0,0,0
"ARG0NZ0",1927,93,91,97,94,84,76,79,78,85,72,74,78,69,72,66,71,70,66,90,92,60,67,63,80,57,1,1,1,67702742,1,0,0,0,0,0,0,0
"Rocket_Llama",1982,70,70,70,77,63,65,85,86,71,63,79,72,84,99,99,66,68,64,56,84,66,56,85,81,51,80,27,45,66434820,1,0,0,0,0,0,0,0
"NZ+BDP",1916,93,79,99,94,81,71,99,99,99,99,99,99,62,59,71,66,61,77,69,62,53,58,56,73,32,1,1,1,119382036,2,0,0,0,0,0,0,0
"Simas+13",1089,70,69,65,68,50,40,57,59,80,1,70,61,48,55,54,25,40,15,42,1,31,1,17,28,19,1,1,1,6935748,1,0,0,0,0,0,0,0
"Inyuashi+23",1777,93,86,95,92,76,70,83,85,89,90,79,65,67,87,87,54,63,58,60,54,69,42,50,52,29,1,1,1,58507668,1,0,0,0,0,0,0,0
"Eddieabaka1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Fyremakyre",2481,93,93,93,95,90,93,86,90,89,86,87,80,96,93,99,94,90,86,86,89,99,84,78,93,91,87,61,80,171549096,2,0,0,0,0,0,0,0
"Devilforce23",1158,70,65,73,70,53,44,55,81,76,51,67,64,45,47,65,21,41,24,31,1,39,34,1,1,32,1,1,1,8935978,1,0,0,0,0,0,0,0
"Nevixo",2516,93,92,93,93,83,99,99,99,99,99,99,99,83,99,87,97,99,99,99,84,99,81,80,78,80,84,53,67,230318406,1,0,0,0,0,0,0,0
"Steo311",1129,70,63,70,68,55,43,54,45,82,44,46,55,43,42,50,29,39,41,42,25,29,24,31,1,29,1,1,1,6359544,1,0,0,0,0,0,0,0
"Deceased+NPC",2032,93,80,60,85,52,60,75,90,78,70,95,65,84,99,99,84,63,52,67,63,58,79,66,41,62,84,63,65,93839527,1,0,0,0,0,0,0,0
"Haim",1958,70,72,65,69,71,71,99,99,99,99,67,99,72,70,62,71,67,99,55,78,74,80,67,64,54,63,1,1,95489914,1,0,0,0,0,0,0,0
"frenchy1st",2655,93,93,92,95,93,99,93,99,99,99,99,93,97,96,96,97,98,99,93,103,94,94,99,91,89,99,75,88,298031799,1,0,0,0,0,0,0,0
"S3gr3d0",796,70,70,70,70,41,45,40,68,79,1,71,50,1,37,45,1,1,1,1,1,19,1,1,1,1,1,1,1,6683178,1,0,0,0,0,0,0,0
"iMonstor",2319,92,97,92,99,99,93,99,72,80,74,67,78,86,89,82,99,82,73,106,86,61,66,81,99,83,82,58,44,192761361,2,0,0,0,0,0,0,0
"ShadowThiefc",1081,70,61,56,61,44,36,63,71,66,43,25,53,35,46,39,1,31,19,26,1,60,44,15,28,31,33,1,1,4176065,1,0,0,0,0,0,0,0
"Armadaeus",2407,92,99,94,99,90,99,99,85,80,89,89,82,90,93,90,96,91,99,91,70,85,81,80,90,75,80,36,63,170344665,2,0,0,0,0,0,0,0
"defileration",785,70,60,72,69,60,43,34,19,99,43,28,19,31,1,29,1,36,15,18,1,1,1,27,1,1,1,1,1,17381306,3,0,0,0,0,0,0,0
"Willizz1",1224,92,81,82,88,80,59,74,57,60,65,57,50,49,56,59,47,40,55,28,1,20,1,1,1,1,1,1,1,22213623,1,0,0,0,0,0,0,0
"Insert+Cow",804,70,64,71,68,20,23,47,26,43,1,20,29,35,36,63,34,30,25,1,17,21,15,1,1,21,1,1,1,3349685,1,0,0,0,0,0,0,0
"Eureste",1487,92,78,99,98,96,70,89,86,57,67,84,51,54,52,53,49,55,53,58,1,21,17,27,17,52,1,1,1,63905823,1,0,0,0,0,0,0,0
"sampasd",1442,70,68,70,68,53,60,55,64,63,56,66,75,51,53,53,41,47,61,45,40,41,61,40,41,56,42,1,1,7826753,1,0,0,0,0,0,0,0
"Ericjaii",1507,92,80,99,94,85,61,71,73,57,71,70,50,57,65,70,53,58,66,82,1,44,1,27,68,1,1,1,1,43614015,1,0,0,0,0,0,0,0
"LliimW",805,70,65,66,67,47,33,46,26,75,34,1,63,32,54,66,1,1,21,1,1,17,1,1,1,1,1,1,1,4948422,1,0,0,0,0,0,0,0
"Ignii",1964,92,99,90,98,99,79,99,72,87,74,69,94,62,70,62,83,64,54,79,40,60,62,59,70,90,55,1,1,96438872,1,0,0,0,0,0,0,0
"Joe+Blow113",732,70,76,70,72,1,35,44,48,99,1,48,22,53,1,39,1,1,1,1,1,1,1,1,1,1,1,1,1,17663702,3,0,0,0,0,0,0,0
"1+In+All+Cb",1805,92,95,99,99,72,71,86,87,73,36,99,65,60,46,77,83,60,53,68,26,32,51,75,66,90,43,1,1,113025088,1,0,0,0,0,0,0,0
"Xenorai",1659,70,72,67,68,64,55,63,73,70,78,59,81,71,75,76,66,62,57,59,52,55,51,72,46,42,53,1,1,16455243,3,0,0,0,0,0,0,0
"dkaz006",2056,92,99,95,97,93,87,63,74,87,76,99,80,80,80,80,84,73,46,100,52,47,68,52,82,51,80,38,1,106786416,1,0,0,0,0,0,0,0
"FrostSister",1117,70,70,72,70,53,39,51,45,47,46,35,58,50,65,37,18,39,36,24,19,33,43,43,32,1,1,1,1,4703409,1,0,0,0,0,0,0,0
"Gute+Witz",1383,92,88,99,96,88,43,62,53,76,72,76,90,41,40,42,32,48,47,40,32,36,1,21,30,30,1,1,1,50406133,1,0,0,0,0,0,0,0
"SpedeD",1036,70,66,73,70,44,47,46,49,75,18,54,46,37,43,46,26,36,47,22,15,1,17,32,15,26,1,1,1,5161330,3,0,0,0,0,0,0,0
"xNuGCyX",2526,93,99,93,99,91,99,99,84,82,85,84,87,87,86,86,99,89,84,99,85,86,90,83,99,88,85,86,99,223457958,1,0,0,0,0,0,0,0
"nyrlif",1091,70,62,70,65,40,45,60,53,70,55,56,46,55,56,52,15,32,17,56,1,21,1,1,1,38,23,1,1,4814890,1,0,0,0,0,0,0,0
"LJT",1129,92,92,99,96,85,47,76,34,88,28,49,34,41,30,27,1,50,34,52,1,30,1,1,16,1,1,1,1,46810392,1,0,0,0,0,0,0,0
"BigJake",1034,70,70,62,57,50,37,50,52,42,30,43,45,44,65,20,38,41,23,40,19,22,19,18,25,20,23,1,1,3360505,1,0,0,0,0,0,0,0
"ElLootGoblin",2485,92,99,93,99,99,99,99,81,87,87,79,86,92,81,81,99,99,85,99,89,74,79,91,99,79,85,78,75,206466475,2,0,0,0,0,0,0,0
"Yrra+Kanji",1472,70,65,56,71,71,70,47,67,63,62,58,64,57,70,71,51,54,48,47,40,70,49,53,45,50,1,1,1,9398907,1,0,0,0,0,0,0,0
"rqgw7077",2172,92,95,92,98,53,72,73,86,79,76,80,87,88,89,91,73,74,67,71,63,63,75,73,65,57,87,50,103,101581880,1,0,0,0,0,0,0,0
"that+0ne+guy",1496,70,68,75,72,56,55,84,84,79,98,71,75,51,72,70,59,41,52,50,40,50,39,39,1,42,1,1,1,28958946,1,0,0,0,0,0,0,0
"Sumo+Me",2168,92,91,99,98,98,95,94,85,78,99,90,74,76,78,82,90,78,63,78,76,58,86,71,84,99,54,1,1,133208057,2,0,0,0,0,0,0,0
"JasperKMO",1702,70,73,71,72,70,65,73,64,64,69,64,73,67,70,64,52,57,54,62,48,57,67,67,47,59,64,1,38,13667018,3,0,0,0,0,0,0,0
"Mestre+Oiac",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"INDYLASER",1021,70,70,70,71,65,42,51,62,60,68,64,52,61,63,71,1,1,1,1,1,1,1,1,1,39,1,1,1,7247565,1,0,0,0,0,0,0,0
"jobourg69",2484,92,99,88,99,99,96,97,69,79,86,74,81,92,94,88,100,84,75,87,110,67,77,90,99,76,88,94,104,265543396,1,0,0,0,0,0,0,0
"SlingingHard",1082,70,65,70,68,58,44,53,49,69,65,60,30,50,36,51,23,35,31,43,1,31,1,30,29,1,1,1,1,5031268,3,0,0,0,0,0,0,0
"zalion1",2423,92,93,92,99,99,93,99,80,92,76,80,99,87,83,79,100,83,99,95,82,78,76,79,99,80,80,53,76,174527506,2,0,0,0,0,0,0,0
"Fashaw561",1439,70,71,70,72,75,55,61,60,75,69,99,59,71,66,74,23,49,47,35,23,33,54,44,20,22,40,1,1,23523178,1,0,0,0,0,0,0,0
"BlueRathalos",2109,92,87,93,92,79,80,88,73,80,75,74,82,80,80,80,80,83,85,80,68,68,76,86,91,75,80,1,1,75435418,1,0,0,0,0,0,0,0
"CrocDundee86",1784,70,70,63,71,70,60,69,78,73,70,75,69,68,75,70,77,59,63,70,55,58,59,62,57,56,60,1,56,17487811,3,0,0,0,0,0,0,0
"mACDCm",2124,92,91,94,95,90,83,91,82,78,80,76,82,76,76,76,77,71,71,90,71,73,73,74,93,95,72,1,1,89878210,1,0,0,0,0,0,0,0
"DominicDonki",1050,70,67,73,71,63,46,61,64,94,28,62,69,47,43,63,1,35,26,16,1,28,1,1,1,1,1,1,1,14818909,3,0,0,0,0,0,0,0
"P0keman+Card",1602,92,99,99,99,99,61,74,76,68,99,59,57,72,51,54,46,50,76,60,1,21,52,28,56,41,1,1,1,146627508,2,0,0,0,0,0,0,0
"SomeWorker",794,70,65,61,65,26,44,32,26,36,1,22,42,31,22,20,26,23,32,30,1,1,1,50,30,1,1,1,1,2387558,1,0,0,0,0,0,0,0
"Doboki",2431,92,93,99,96,99,92,99,82,81,88,96,90,91,99,92,99,80,75,87,78,74,78,80,75,87,80,77,72,170058573,2,0,0,0,0,0,0,0
"j+ag",1768,70,70,70,71,62,65,69,74,88,65,73,99,80,67,66,62,62,61,60,60,61,65,61,62,60,62,1,1,35104297,1,0,0,0,0,0,0,0
"XamanEk2",2643,93,93,93,93,93,93,93,93,93,93,93,93,96,98,97,93,99,94,93,93,97,94,99,93,93,92,97,99,291364086,1,0,0,0,0,0,0,0
"SkullKid+14",1121,70,70,66,71,58,46,83,58,64,71,58,49,65,47,57,17,25,40,55,17,24,1,1,1,1,1,1,1,8682333,1,0,0,0,0,0,0,0
"Monkie",2191,92,93,93,99,99,96,95,90,89,83,80,95,80,81,80,88,81,80,88,82,81,80,80,87,80,17,1,1,128055930,2,0,0,0,0,0,0,0
"GRP+Envy",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"DualGamer",2571,92,97,92,99,99,99,99,99,99,80,99,99,87,99,99,91,96,77,107,99,74,99,99,99,85,99,58,50,304760845,1,0,0,0,0,0,0,0
"F00t8a11stud",983,70,63,62,65,43,44,74,64,70,25,53,63,43,63,61,1,33,19,1,1,33,1,1,1,23,1,1,1,5745778,3,0,0,0,0,0,0,0
"rmrm71",2521,93,90,91,96,91,95,92,90,90,94,88,99,93,91,95,96,92,85,95,96,77,80,85,84,84,83,85,91,194702930,2,0,0,0,0,0,0,0
"castorblast",1317,70,65,67,61,30,52,56,46,57,31,52,50,62,62,64,47,36,34,56,38,68,32,34,31,36,51,1,28,5262693,3,0,0,0,0,0,0,0
"VURHTEX",2323,92,99,90,99,99,84,87,99,99,80,70,99,82,85,80,70,70,99,99,76,70,70,70,71,75,80,68,61,162422272,2,0,0,0,0,0,0,0
"Maurice+245",1351,70,70,70,70,56,52,59,64,83,69,58,65,65,59,76,31,40,33,18,20,55,34,29,1,34,51,1,1,10763708,1,0,0,0,0,0,0,0
"Lrpakh1",1851,92,90,99,96,82,66,99,99,84,82,80,62,70,62,73,56,61,59,74,56,60,59,55,69,44,1,1,20,79146314,1,0,0,0,0,0,0,0
"brjkh969",840,70,68,70,69,41,43,40,58,42,1,58,38,40,64,72,1,1,1,1,1,1,1,1,1,42,1,1,1,4977639,3,0,0,0,0,0,0,0
"bokiboh",411,92,1,1,80,1,1,1,1,1,1,1,75,61,23,1,1,1,1,1,1,1,1,1,1,1,50,1,1,10601079,1,0,1,0,0,0,0,0
"IClerk+Sli",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"WolfDiety",1811,92,80,99,94,73,70,77,80,78,94,67,75,65,52,61,55,71,70,70,55,99,54,70,69,38,1,1,1,67741240,1,0,0,0,0,0,0,0
"Louie_X111",1902,70,76,70,81,75,92,85,56,65,68,54,68,75,80,73,77,75,68,78,57,63,52,63,63,83,76,1,58,34260026,1,0,0,0,0,0,0,0
"Nuclear+Hoho",1983,92,90,95,99,99,95,97,76,81,76,82,77,70,72,67,56,70,62,84,60,67,66,70,88,90,1,1,1,103585123,1,0,0,0,0,0,0,0
"Sith+Clan1",1244,70,70,70,70,69,46,77,50,79,72,56,50,58,58,54,19,33,53,69,26,24,1,1,51,1,1,1,1,10205181,1,0,0,0,0,0,0,0
"ImmortalVape",2562,92,95,92,93,91,94,91,94,94,91,99,91,91,94,94,93,92,98,92,110,90,94,92,96,83,95,76,55,244159888,1,0,0,0,0,0,0,0
"Eris+Dead",1145,70,70,62,67,40,44,57,57,74,73,58,45,63,44,54,29,40,41,24,1,35,53,27,1,1,1,1,1,6340342,1,0,0,0,0,0,0,0
"TankMyRange",1224,92,49,99,93,68,43,73,70,50,46,63,42,43,45,51,33,55,33,49,21,1,66,1,1,20,1,1,1,34796670,1,0,0,0,0,0,0,0
"Argonomorph",1928,70,73,70,72,70,62,75,74,67,92,80,83,83,82,56,63,53,58,55,54,54,65,96,56,58,99,55,53,55333748,1,0,0,0,0,0,0,0
"YaBoyJoolz",1630,92,75,99,94,84,70,82,78,99,76,74,59,62,51,61,45,58,54,68,43,43,44,70,46,1,1,1,1,58283705,1,0,0,0,0,0,0,0
"Xpyred",601,70,45,66,64,44,41,45,16,41,29,17,1,42,1,1,1,32,21,1,1,1,1,1,1,1,1,1,1,2012924,1,0,0,0,0,0,0,0
"Crippyking",2183,92,92,91,91,65,76,95,87,99,77,95,99,82,92,92,69,71,71,63,66,63,65,82,96,58,80,41,33,153625573,2,0,0,0,0,0,0,0
"enkrona3053",1232,70,64,64,64,50,85,55,80,56,63,59,55,35,58,46,58,30,35,45,1,35,19,1,1,1,55,1,1,9674002,1,0,0,0,0,0,0,0
"Seshends",2431,92,95,99,99,99,99,99,76,76,88,88,81,80,91,99,99,93,80,87,68,78,78,75,99,90,83,64,76,182572731,2,0,0,0,0,0,0,0
"Regnier+777",1594,70,70,59,60,31,39,59,55,70,66,54,72,80,85,85,61,65,31,24,55,29,57,64,66,29,81,51,26,20759677,1,0,0,0,0,0,0,0
"Laddy+Nite",1835,92,86,99,93,81,84,83,70,86,60,64,73,71,72,64,52,66,66,87,46,51,61,71,71,54,31,1,1,55649980,1,0,0,0,0,0,0,0
"Stealhummer1",1919,70,70,76,72,51,90,84,99,84,99,87,99,99,99,99,1,79,62,1,1,50,61,99,67,54,91,1,36,133639794,2,0,0,0,0,0,0,0
"Xenomach",2573,92,90,90,94,91,95,91,91,91,93,92,92,91,92,90,96,91,99,96,96,90,92,91,94,93,90,86,84,216071820,1,0,0,0,0,0,0,0
"Zacharum",1472,70,70,71,70,62,55,71,82,63,53,69,62,62,54,61,50,61,59,57,50,50,53,52,50,1,1,1,1,11007794,1,0,0,0,0,0,0,0
"Elvenmage7O6",814,92,88,70,85,1,1,33,66,39,1,23,46,34,34,38,1,17,1,1,1,30,1,1,1,87,1,1,1,20495805,1,0,0,0,0,0,0,0
"Kenpi159",966,70,68,75,72,46,49,59,70,65,1,70,60,47,49,56,1,1,1,1,1,60,1,1,1,40,1,1,1,6984776,1,0,0,0,0,0,0,0
"peelzy3",2405,92,94,92,93,95,86,93,84,99,92,99,99,93,99,99,79,91,99,93,68,72,84,81,79,80,87,82,1,198077625,2,0,0,0,0,0,0,0
"DKMY",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"The+Way0586",2516,92,88,88,89,86,99,99,99,99,99,93,99,99,99,99,92,96,99,80,80,78,92,99,91,91,82,55,54,236923778,1,0,0,0,0,0,0,0
"Sweetpockyy",2042,70,70,68,72,68,69,68,79,80,76,79,81,82,83,80,73,86,71,69,68,63,77,78,73,65,81,41,72,38452745,1,0,0,0,0,0,0,0
"Messyeater1",1753,92,92,92,92,65,60,99,63,83,99,64,76,63,54,63,50,55,55,75,50,62,50,50,70,50,1,1,20,63707000,1,0,0,0,0,0,0,0
"RomperStompe",1229,70,69,61,67,48,45,55,63,61,41,63,57,46,58,62,31,46,46,48,28,33,32,31,24,32,1,1,1,4968865,3,0,0,0,0,0,0,0
"Riever-7",1839,92,83,76,79,60,56,81,71,71,78,70,85,84,88,85,58,79,61,71,42,63,54,46,45,42,62,1,56,38964553,1,0,0,0,0,0,0,0
"philoulours",1062,70,69,70,72,63,44,68,57,64,59,50,70,46,55,48,1,1,1,31,1,41,1,1,1,45,1,1,1,6394195,1,0,0,0,0,0,0,0
"FR-Argaunote",1778,92,92,89,84,61,72,71,39,61,64,53,75,87,99,88,67,62,55,75,36,38,40,46,61,85,69,1,16,55788976,1,0,0,0,0,0,0,0
"ej90000",1078,70,70,70,71,64,48,58,36,46,42,52,85,42,50,55,30,32,1,1,1,28,1,1,19,54,1,1,1,8188037,1,0,0,0,0,0,0,0
"8+Jamie",2193,92,91,96,97,96,95,97,82,87,82,83,92,77,88,82,92,88,75,83,72,87,80,99,90,85,1,1,1,139212535,2,0,0,0,0,0,0,0
"jrams023",1203,70,68,61,63,27,39,28,43,44,51,45,67,43,75,72,33,31,32,34,22,37,40,48,32,28,38,1,31,5668979,3,0,0,0,0,0,0,0
"Bugged",1643,92,50,99,99,99,87,99,65,55,54,88,53,61,65,60,55,51,60,70,35,57,52,42,65,29,1,1,1,75746066,1,0,0,0,0,0,0,0
"Johnd3rd",784,70,66,66,71,70,45,60,1,57,31,19,38,40,1,18,1,35,24,48,1,1,15,1,1,1,1,1,1,4104709,1,0,0,0,0,0,0,0
"2+can+sam",2089,92,94,91,95,91,87,99,89,83,86,99,77,78,80,72,98,77,66,80,70,67,66,68,75,90,17,1,1,113950583,1,0,0,0,0,0,0,0
"Wosch+Cloth",1359,70,1,54,82,88,45,85,60,70,56,64,60,52,53,61,57,50,55,80,36,44,41,57,1,22,1,1,1,16944170,3,0,0,0,0,0,0,0
"Exstasy+II",1707,92,92,92,92,74,56,73,82,81,71,70,91,64,45,56,40,51,58,56,45,46,55,46,49,50,1,1,77,45725613,1,0,0,0,0,0,0,0
"[#2RL1B1MIZ]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Humtimer",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Murphy72",1387,70,63,67,68,60,53,67,67,68,64,62,56,61,57,67,56,56,56,45,53,46,41,37,28,15,1,1,1,7510153,1,0,0,0,0,0,0,0
"OoSmily",2356,92,90,99,97,89,92,84,94,90,77,99,89,91,81,84,80,83,76,77,88,99,73,78,84,80,82,41,67,135872924,2,0,0,0,0,0,0,0
"frenkestr2",1030,70,61,72,71,63,45,52,45,56,46,49,51,52,42,57,21,37,29,37,1,25,1,20,17,1,1,1,1,4407192,1,0,0,0,0,0,0,0
"Slaj",1895,92,80,99,96,94,70,92,99,81,76,78,70,64,58,68,65,63,62,82,70,53,72,60,68,81,1,1,1,78764542,1,0,0,0,0,0,0,0
"ABrightLight",1914,70,60,65,71,68,61,76,70,76,70,75,76,72,80,85,61,71,76,69,61,74,63,76,66,80,77,1,64,28061317,1,0,0,0,0,0,0,0
"Buska+Buske",2544,91,99,92,98,91,92,98,97,90,90,92,94,90,91,92,96,91,91,93,86,99,90,85,90,90,91,55,90,201777737,2,0,0,0,0,0,0,0
"P00Raf",880,70,72,70,77,70,51,86,60,52,51,31,65,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17504353,3,0,0,0,0,0,0,0
"Eric006",2579,91,91,91,94,90,90,90,99,95,99,98,99,92,99,99,90,91,92,91,90,90,91,94,90,90,91,74,88,235825463,1,0,0,0,0,0,0,0
"BrandonXCV",1236,70,60,62,64,61,49,62,49,62,53,52,59,48,69,57,30,30,30,53,27,36,41,1,27,36,35,1,1,4883322,1,0,0,0,0,0,0,0
"Clue+Master",1874,91,88,88,90,77,70,88,73,82,85,69,71,79,70,71,65,77,69,82,65,57,65,70,76,48,1,1,1,48547630,1,0,0,0,0,0,0,0
"[#AGSXUONAP]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Squidded",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Money+Shot",1064,70,64,70,68,54,54,42,50,65,70,86,54,48,29,25,1,44,22,21,27,20,17,48,1,1,1,1,1,8677104,1,0,0,0,0,0,0,0
"MatoPotato",1832,91,93,99,97,88,66,82,86,77,99,88,57,62,60,74,59,66,56,85,57,54,60,58,68,47,1,1,1,76735274,1,0,0,0,0,0,0,0
"AlphaWolf-00",1038,70,85,72,79,69,52,58,62,75,1,60,60,64,52,68,1,1,1,1,1,52,1,1,1,47,1,1,1,11711550,1,0,0,0,0,0,0,0
"Redric",2439,91,91,86,92,85,95,90,99,99,99,93,99,84,95,99,92,84,81,83,71,65,79,99,88,77,87,84,52,191120553,2,0,0,0,0,0,0,0
"Lissles",1236,70,70,74,74,69,48,61,45,48,31,50,54,48,52,52,56,34,42,61,1,27,37,1,28,34,41,1,1,6293094,1,0,0,0,0,0,0,0
"ColeMfSnell",1755,91,91,90,90,46,56,76,62,58,55,58,92,80,99,59,50,65,56,69,31,38,40,50,33,40,80,1,99,65101352,1,0,0,0,0,0,0,0
"Nexus+Rev",1799,70,70,60,69,56,50,72,76,68,80,76,70,80,90,93,81,75,71,62,59,60,66,75,21,75,68,1,1,33542503,1,0,0,0,0,0,0,0
"Vardorii",1722,91,84,99,94,73,78,81,73,68,63,99,99,56,54,61,50,62,48,76,45,38,37,39,47,53,50,1,1,67479277,1,0,0,0,0,0,0,0
"Kjkjkjkj12",1110,70,63,70,70,65,44,57,62,64,68,80,52,45,40,64,25,23,31,33,1,20,1,22,17,1,1,1,1,7571274,1,0,0,0,0,0,0,0
"Myxlplyx9988",2521,91,97,91,96,92,94,91,99,99,99,99,92,99,99,99,99,92,87,99,101,86,92,93,99,92,93,50,1,261204760,1,0,0,0,0,0,0,0
"I+The+Dez+I",1535,70,81,75,88,95,52,80,65,61,70,65,63,55,62,50,50,60,55,55,57,44,58,50,42,30,1,1,1,24304772,1,0,0,0,0,0,0,0
"OffJimLahey",1607,91,99,90,94,76,55,77,72,90,70,72,76,70,70,70,36,47,50,71,15,44,19,17,55,45,15,1,20,49779807,1,0,0,0,0,0,0,0
"IceyConcepts",1681,70,70,52,66,48,51,69,76,75,81,80,65,80,80,85,68,44,37,61,52,51,53,46,31,43,80,33,34,22310601,1,0,0,0,0,0,0,0
"Misterr",2387,91,99,98,99,99,96,99,99,99,99,99,99,95,81,81,97,91,99,88,87,90,80,82,89,95,55,1,1,243585379,1,0,0,0,0,0,0,0
"Mouseknight5",1347,70,70,70,69,49,45,61,73,76,60,65,63,64,66,71,43,47,50,35,33,59,27,47,1,24,1,1,1,9443530,1,0,0,0,0,0,0,0
"Aqwua",1588,91,90,99,96,92,82,69,47,57,31,33,60,38,85,45,33,54,39,73,33,40,36,42,99,60,46,1,17,64056930,1,0,0,0,0,0,0,0
"2cwn80nb1ka",1152,70,60,62,65,52,51,61,56,70,74,55,40,58,58,61,30,37,40,31,1,41,31,22,1,1,1,1,1,5684257,3,0,0,0,0,0,0,0
"Kyanize",2334,91,95,92,96,93,90,93,85,85,88,83,99,82,91,93,82,86,85,89,80,80,80,82,86,79,86,62,1,135352411,2,0,0,0,0,0,0,0
"GingerDevil5",1940,70,70,67,70,71,81,76,74,75,70,73,73,71,77,82,71,71,68,70,66,66,65,92,63,69,73,1,65,31597747,1,0,0,0,0,0,0,0
"valykrijaa",2087,91,92,93,98,99,92,84,70,75,65,74,70,82,87,76,61,75,77,69,57,57,77,71,72,82,80,32,29,80687225,1,0,0,0,0,0,0,0
"Old+Fenix11",1293,70,90,70,92,99,60,99,99,80,1,80,80,80,70,88,1,1,1,1,1,60,1,1,1,64,1,1,1,67399669,1,0,0,0,0,0,0,0
"Korcs",1889,91,85,99,96,90,71,59,42,53,50,68,50,80,80,66,49,67,66,42,30,51,59,44,81,38,97,86,99,94293278,1,0,0,0,0,0,0,0
"Snozzlefrimp",1746,70,70,55,81,63,52,89,73,62,60,74,54,67,85,69,51,60,61,58,68,58,64,62,32,64,73,1,70,22137238,1,0,0,0,0,0,0,0
"Mixlepix+Al",2407,91,97,82,97,99,97,94,69,85,82,78,93,90,99,99,92,82,66,99,96,87,76,85,87,85,88,66,46,175580891,2,0,0,0,0,0,0,0
"xCicero",854,70,64,62,66,48,37,53,33,51,16,34,44,32,35,44,16,32,30,35,1,22,1,1,18,1,1,1,1,2676167,4,0,0,0,0,0,0,0
"Bambamda",2321,91,81,99,95,84,82,87,91,85,93,87,80,83,82,82,82,79,91,89,96,75,92,80,78,84,85,34,54,116075231,1,0,0,0,0,0,0,0
"Liamsoz95",1650,70,81,70,84,90,52,68,84,50,50,50,78,54,70,95,62,62,50,64,76,57,50,63,39,64,15,1,1,31718708,1,0,0,0,0,0,0,0
"reggybush",1798,91,70,99,94,94,53,99,99,99,99,99,85,63,54,65,71,54,60,69,28,65,1,25,74,81,1,1,1,113148390,1,0,0,0,0,0,0,0
